,Município,PIB_per_capita,População,Capag_real,Capag_predito
4870,Muçum,50658,4948,1,1
4871,Muitos Capões,136948,3151,0,0
4872,Muliterno,27746,1888,1,1
4873,Não-Me-Toque,72952,17484,0,0
4874,Nicolau Vergueiro,54560,1689,0,0
4875,Nonoai,36362,11760,0,0
4876,Nova Alvorada,47136,3586,0,0
4877,Nova Araçá,44993,4690,0,0
4878,Nova Bassano,52022,9824,0,0
4879,Nova Boa Vista,50995,1798,0,0
4880,Nova Bréscia,31382,3321,0,0
4881,Nova Candelária,54286,2710,0,0
4882,Nova Esperança do Sul,24296,5292,0,0
4883,Nova Hartz,29692,21317,0,0
4884,Nova Pádua,27898,2548,0,0
4885,Nova Palma,47644,6508,0,0
4886,Nova Petrópolis,37459,21156,0,0
4887,Nova Prata,59362,26849,0,0
4888,Nova Ramada,66824,2268,0,0
4889,Nova Roma do Sul,49916,3661,0,0
4890,Nova Santa Rita,58018,28670,0,0
4891,Novo Cabrais,21226,4169,0,0
4892,Novo Hamburgo,38159,246452,1,1
4893,Novo Machado,35530,3394,0,0
4894,Novo Tiradentes,22159,2223,,1
4895,Novo Xingu,33153,1727,0,0
4896,Novo Barreiro,21293,4154,1,1
4897,Osório,34323,45557,0,0
4898,Paim Filho,28327,3880,0,0
4899,Palmares do Sul,41484,11306,0,0
4900,Palmeira das Missões,43616,33481,0,0
4901,Palmitinho,25956,7058,0,0
4902,Panambi,49260,43170,0,0
4903,Pantano Grande,37352,9269,0,0
4904,Paraí,38249,7585,0,0
4905,Paraíso do Sul,20382,7599,0,0
4906,Pareci Novo,25141,3812,1,1
4907,Parobé,21283,57660,1,1
4908,Passa Sete,18428,5656,0,0
4909,Passo do Sobrado,26492,6493,0,0
4910,Passo Fundo,45327,201767,0,0
4911,Paulo Bento,41540,2287,0,0
4912,Paverama,20008,8459,0,0
4913,Pedras Altas,54878,2010,0,0
4914,Pedro Osório,19281,7755,0,0
4915,Pejuçara,68905,3893,0,0
4916,Pelotas,25884,341648,0,0
4917,Picada Café,60482,5696,0,0
4918,Pinhal,28699,2577,0,0
4919,Pinhal da Serra,130250,1965,0,0
4920,Pinhal Grande,157011,4372,0,0
4921,Pinheirinho do Vale,17490,4842,1,1
4922,Pinheiro Machado,23263,12351,1,1
4923,Pinto Bandeira,17997,2968,,0
4924,Pirapó,28699,2357,0,0
4925,Piratini,20169,20621,0,0
4926,Planalto,19210,10152,0,0
4927,Poço das Antas,42139,2094,0,0
4928,Pontão,57698,3908,0,0
4929,Ponte Preta,39438,1572,0,0
4930,Portão,33064,36510,0,0
4931,Porto Alegre,52149,1479101,0,0
4932,Porto Lucena,21969,4765,1,1
4933,Porto Mauá,25576,2397,0,0
4934,Porto Vera Cruz,22295,1415,0,0
4935,Porto Xavier,17084,10301,0,0
4936,Pouso Novo,25068,1668,0,0
4937,Presidente Lucena,48987,2863,0,0
4938,Progresso,19875,6249,0,0
4939,Protásio Alves,26527,1957,0,0
4940,Putinga,23834,3951,0,0
4941,Quaraí,19655,22771,1,1
4942,Quatro Irmãos,71454,1846,1,0
4943,Quevedos,64739,2786,0,0
4944,Quinze de Novembro,39063,3789,1,1
4945,Redentora,15104,11527,0,0
4946,Relvado,22419,2101,0,0
4947,Restinga Sêca,29261,15836,0,0
4948,Rio dos Índios,30590,2849,0,0
4949,Rio Grande,51681,210005,1,1
4950,Rio Pardo,24379,38284,1,1
4951,Riozinho,26746,4629,1,1
4952,Roca Sales,40933,11300,0,0
4953,Rodeio Bonito,29815,5867,0,0
4954,Rolador,42416,2352,0,0
4955,Rolante,29148,21199,0,0
4956,Ronda Alta,33171,10583,,1
4957,Rondinha,36694,5182,0,0
4958,Roque Gonzales,116928,6899,0,0
4959,Rosário do Sul,22909,39535,1,1
4960,Sagrada Família,22059,2613,0,0
4961,Saldanha Marinho,61415,2679,0,0
4962,Salto do Jacuí,64808,12416,0,0
4963,Salvador das Missões,45272,2732,0,0
4964,Salvador do Sul,36513,7705,0,0
4965,Sananduva,36886,16211,0,0
4966,Santa Bárbara do Sul,97177,8099,0,0
4967,Santa Cecília do Sul,45803,1644,0,0
4968,Santa Clara do Sul,40944,6522,0,0
4969,Santa Cruz do Sul,73286,129427,0,0
4970,Santa Maria,27785,280505,0,0
4971,Santa Maria do Herval,30458,6315,0,0
4972,Santa Margarida do Sul,89179,2545,0,0
4973,Santana da Boa Vista,23216,8130,0,0
4974,Sant'Ana do Livramento,33840,77763,1,1
4975,Santa Rosa,41100,72919,0,0
4976,Santa Tereza,21624,1734,,0
4977,Santa Vitória do Palmar,44990,29877,,0
4978,Santiago,29150,49493,0,0
4979,Santo Ângelo,34128,77620,0,0
4980,Santo Antônio do Palma,41726,2134,0,0
4981,Santo Antônio da Patrulha,29889,42648,0,0
4982,Santo Antônio das Missões,36914,10305,0,0
4983,Santo Antônio do Planalto,55201,2020,,0
4984,Santo Augusto,39859,13923,,0
4985,Santo Cristo,39854,14300,0,0
4986,Santo Expedito do Sul,31755,2343,0,0
4987,São Borja,31467,60557,0,0
4988,São Domingos do Sul,21209,3065,0,0
4989,São Francisco de Assis,26750,18471,1,1
4990,São Francisco de Paula,28411,21633,0,0
4991,São Gabriel,29673,62061,1,1
4992,São Jerônimo,24175,24078,0,0
4993,São João da Urtiga,28405,4674,0,0
4994,São João do Polêsine,29436,2561,0,0
4995,São Jorge,30950,2757,0,0
4996,São José das Missões,23328,2562,1,1
4997,São José do Herval,22473,2000,0,0
4998,São José do Hortêncio,25747,4739,0,0
4999,São José do Inhacorá,45716,2091,0,0
5000,São José do Norte,29672,27410,0,0
5001,São José do Ouro,41988,6945,0,0
5002,São José do Sul,25294,2378,0,0
5003,São José dos Ausentes,25747,3509,0,0
5004,São Leopoldo,38317,234947,1,1
5005,São Lourenço do Sul,24393,43625,1,0
5006,São Luiz Gonzaga,39604,33668,0,0
5007,São Marcos,39582,21449,0,0
5008,São Martinho,40661,5474,0,0
5009,São Martinho da Serra,63596,3238,1,1
5010,São Miguel das Missões,67646,7663,0,0
5011,São Nicolau,29221,5325,0,0
5012,São Paulo das Missões,27672,5863,0,0
5013,São Pedro da Serra,21246,3758,1,1
5014,São Pedro das Missões,35682,2000,,0
5015,São Pedro do Butiá,34668,2946,0,0
5016,São Pedro do Sul,24488,16250,0,0
5017,São Sebastião do Caí,27553,25467,0,0
5018,São Sepé,33987,23690,0,0
5019,São Valentim,27291,3341,,0
5020,São Valentim do Sul,30591,2239,0,0
5021,São Valério do Sul,20339,2724,0,0
5022,São Vendelino,34171,2219,0,0
5023,São Vicente do Sul,31529,8710,0,0
5024,Sapiranga,40789,81198,0,0
5025,Sapucaia do Sul,24171,140311,1,0
5026,Sarandi,37996,24205,0,0
5027,Seberi,33163,10788,1,1
5028,Sede Nova,34369,2924,0,0
5029,Segredo,17702,7399,,1
5030,Selbach,47164,5093,0,0
5031,Senador Salgado Filho,32865,2788,0,0
5032,Sentinela do Sul,14667,5553,1,1
5033,Serafina Corrêa,38580,17198,0,0
5034,Sério,21111,2000,0,0
5035,Sertão,55662,5519,,1
5036,Sertão Santana,36759,6433,0,0
5037,Sete de Setembro,31626,1990,0,0
5038,Severiano de Almeida,27331,3685,0,0
5039,Silveira Martins,22214,2394,0,0
5040,Sinimbu,19081,10183,0,0
5041,Sobradinho,24319,14927,0,0
5042,Soledade,31513,30967,1,0
5043,Tabaí,17437,4667,0,0
5044,Tapejara,47621,23651,0,0
5045,Tapera,42813,10593,0,0
5046,Tapes,20628,17266,0,0
5047,Taquara,22810,57292,1,1
5048,Taquari,27940,26838,0,0
5049,Taquaruçu do Sul,38042,3068,0,0
5050,Tavares,15105,5479,0,0
5051,Tenente Portela,31143,13538,0,0
5052,Terra de Areia,20216,11088,0,0
5053,Teutônia,43670,32676,0,0
5054,Tio Hugo,40982,3004,0,0
5055,Tiradentes do Sul,21643,5796,0,0
5056,Toropi,25393,2827,0,0
5057,Torres,29651,38386,1,1
5058,Tramandaí,20251,50760,1,1
5059,Travesseiro,25835,2339,0,0
5060,Três Arroios,28953,2693,0,0
5061,Três Cachoeiras,23133,10989,1,1
5062,Três Coroas,33865,27837,,0
5063,Três de Maio,45387,23938,0,0
5064,Três Forquilhas,18680,2725,1,1
5065,Três Palmeiras,32041,4291,,0
5066,Três Passos,34502,23963,0,0
5067,Trindade do Sul,31011,5813,0,0
5068,Triunfo,304208,29207,0,0
5069,Tucunduva,37999,5713,0,0
5070,Tunas,17590,4560,1,1
5071,Tupanci do Sul,35215,1486,0,0
5072,Tupanciretã,53810,23824,0,0
5073,Tupandi,105038,4767,0,0
5074,Tuparendi,37062,7980,0,0
5075,Turuçu,27945,3455,,0
5076,Ubiretama,30873,2049,0,0
5077,União da Serra,43421,1192,0,0
5078,Unistalda,29029,2354,,0
5079,Uruguaiana,21808,127079,0,0
5080,Vacaria,34272,65846,0,0
5081,Vale Verde,21943,3479,0,0
5082,Vale do Sol,18979,11732,0,0
5083,Vale Real,22086,5842,0,0
5084,Vanini,27960,2104,1,1
5085,Venâncio Aires,49352,71117,0,0
5086,Vera Cruz,24467,26618,0,0
5087,Veranópolis,59746,25936,0,0
5088,Vespasiano Corrêa,36744,1835,0,0
5089,Viadutos,28451,4825,0,0
5090,Viamão,14732,254101,1,1
5091,Vicente Dutra,19951,4745,0,0
5092,Victor Graeff,60269,2904,1,1
5093,Vila Flores,52292,3374,0,0
5094,Vila Lângaro,52981,2102,1,0
5095,Vila Maria,48434,4353,0,0
5096,Vila Nova do Sul,28174,4283,0,0
5097,Vista Alegre,30292,2766,0,0
5098,Vista Alegre do Prata,34542,1565,0,0
5099,Vista Gaúcha,23348,2847,0,0
5100,Vitória das Missões,31116,3177,0,0
5101,Westfália,55984,2998,0,0
5102,Xangri-lá,31202,16025,0,0
5103,Água Clara,87307,15257,0,0
5104,Alcinópolis,31805,5268,,0
5105,Amambai,26332,38958,0,0
5106,Anastácio,18115,25128,,0
5107,Anaurilândia,29068,8993,1,1
5108,Angélica,77746,10620,,0
5109,Antônio João,35058,8891,0,0
5110,Aparecida do Taboado,48734,25431,0,0
5111,Aquidauana,19389,47784,0,0
5112,Aral Moreira,49987,11963,1,1
5113,Bandeirantes,60751,6829,1,1
5114,Bataguassu,34552,22717,0,0
5115,Batayporã,34578,11305,0,0
5116,Bela Vista,22514,24508,0,0
5117,Bodoquena,27070,7817,0,0
5118,Bonito,34572,21738,0,0
5119,Brasilândia,48100,11891,0,0
5120,Caarapó,46883,29743,0,0
5121,Camapuã,31710,13727,0,0
5122,Campo Grande,32942,885711,1,1
5123,Caracol,19682,6049,0,0
5124,Cassilândia,26007,21876,0,0
5125,Chapadão do Sul,72390,24559,0,0
5126,Corguinho,18412,5839,0,0
5127,Coronel Sapucaia,13948,15152,0,0
5128,Corumbá,27582,110806,0,0
5129,Costa Rica,88940,20496,0,0
5130,Coxim,26823,33516,0,0
5131,Deodápolis,22939,12868,0,0
5132,Dois Irmãos do Buriti,18355,11239,0,0
5133,Douradina,23760,5889,,0
5134,Dourados,38468,220965,0,0
5135,Eldorado,30032,12305,,0
5136,Fátima do Sul,25942,19234,0,0
5137,Figueirão,31605,3044,0,0
5138,Glória de Dourados,18664,9981,0,0
5139,Guia Lopes da Laguna,25855,9968,0,0
5140,Iguatemi,25250,15977,0,0
5141,Inocência,44367,7625,0,0
5142,Itaporã,34391,23886,0,0
5143,Itaquiraí,35789,20905,0,0
5144,Ivinhema,53921,23140,0,0
5145,Japorã,14519,8976,0,0
5146,Jaraguari,66831,7108,1,1
5147,Jardim,23321,25967,1,1
5148,Jateí,75602,4034,1,1
5149,Juti,42825,6638,0,0
5150,Ladário,14116,22968,0,0
5151,Laguna Carapã,82135,7267,,0
5152,Maracaju,63625,45932,0,0
5153,Miranda,18019,27795,0,0
5154,Mundo Novo,28415,18256,0,0
5155,Naviraí,34043,54051,1,0
5156,Nioaque,19873,14085,0,0
5157,Nova Alvorada do Sul,70084,21300,0,0
5158,Nova Andradina,39155,53517,0,0
5159,Novo Horizonte do Sul,42746,3947,0,0
5160,Paraíso das Águas,132985,5455,0,0
5161,Paranaíba,31363,42010,1,1
5162,Paranhos,11995,14048,0,0
5163,Pedro Gomes,29771,7666,0,0
5164,Ponta Porã,33619,91082,0,0
5165,Porto Murtinho,20154,17078,0,0
5166,Ribas do Rio Pardo,35805,24258,1,1
5167,Rio Brilhante,62329,36830,1,0
5168,Rio Negro,19766,4819,0,0
5169,Rio Verde de Mato Grosso,23783,19682,1,0
5170,Rochedo,32574,5403,0,0
5171,Santa Rita do Pardo,42797,7801,0,0
5172,São Gabriel do Oeste,64330,26363,0,0
5173,Sete Quedas,23074,10812,0,0
5174,Selvíria,362080,6515,0,0
5175,Sidrolândia,38621,56081,0,0
5176,Sonora,37941,18828,0,0
5177,Tacuru,19473,11427,0,0
5178,Taquarussu,31622,3583,0,0
5179,Terenos,24177,21311,0,0
5180,Três Lagoas,96639,119465,0,0
5181,Vicentina,43496,6067,0,0
5182,Acorizal,14351,5424,,0
5183,Água Boa,43513,25229,0,0
5184,Alta Floresta,28252,51615,0,0
5185,Alto Araguaia,48128,18703,0,0
5186,Alto Boa Vista,16536,6659,,0
5187,Alto Garças,44549,11868,0,0
5188,Alto Paraguai,10930,11238,1,1
5189,Alto Taquari,84436,10557,0,0
5190,Apiacás,15526,9979,0,0
5191,Araguaiana,22070,3119,1,1
5192,Araguainha,20085,956,,1
5193,Araputanga,27012,16690,1,1
5194,Arenápolis,17218,9714,1,1
5195,Aripuanã,37215,21987,1,1
5196,Barão de Melgaço,10677,8563,,0
5197,Barra do Bugres,38012,34619,1,1
5198,Barra do Garças,31280,60661,1,1
5199,Bom Jesus do Araguaia,46962,6452,1,1
5200,Brasnorte,50175,19248,0,0
5201,Cáceres,20193,93882,0,0
5202,Campinápolis,18210,15830,0,0
5203,Campo Novo do Parecis,104853,34558,0,0
5204,Campo Verde,56886,42871,0,0
5205,Campos de Júlio,206666,6710,0,0
5206,Canabrava do Norte,28327,4761,0,0
5207,Canarana,59701,21311,1,1
5208,Carlinda,15981,10413,0,0
5209,Castanheira,15614,8695,0,0
5210,Chapada dos Guimarães,37922,19588,1,1
5211,Cláudia,35420,12052,0,0
5212,Cocalinho,26611,5691,0,0
5213,Colíder,26507,33224,0,0
5214,Colniza,14625,37280,1,1
5215,Comodoro,33952,20513,,0
5216,Confresa,27815,30347,1,1
5217,Conquista D'Oeste,23877,3973,0,0
5218,Cotriguaçu,11182,19254,,1
5219,Cuiabá,39043,607153,1,1
5220,Curvelândia,20224,5192,0,0
5221,Denise,57803,9377,1,1
5222,Diamantino,104683,21904,0,0
5223,Dom Aquino,44951,8199,1,1
5224,Feliz Natal,31425,13857,,0
5225,Figueirópolis D'Oeste,17460,3537,0,0
5226,Gaúcha do Norte,44466,7513,0,0
5227,General Carneiro,40103,5487,0,0
5228,Glória D'Oeste,22868,3045,0,0
5229,Guarantã do Norte,25002,35497,0,0
5230,Guiratinga,25157,15035,0,0
5231,Indiavaí,21046,2725,0,0
5232,Ipiranga do Norte,114517,7395,0,0
5233,Itanhangá,43551,6587,1,1
5234,Itaúba,47640,3901,0,0
5235,Itiquira,89125,13163,0,0
5236,Jaciara,33430,27628,1,1
5237,Jangada,21391,8366,1,1
5238,Jauru,30133,9006,0,0
5239,Juara,21348,34815,0,0
5240,Juína,25195,40905,0,0
5241,Juruena,12142,15370,,0
5242,Juscimeira,29714,11275,0,0
5243,Lambari D'Oeste,31208,6059,0,0
5244,Lucas do Rio Verde,72058,63411,0,0
5245,Luciara,14789,2099,1,1
5246,Vila Bela da Santíssima Trindade,19846,15983,,0
5247,Marcelândia,29693,10700,,0
5248,Matupá,46169,16334,0,0
5249,Mirassol d'Oeste,27955,27536,0,0
5250,Nobres,43679,15338,,0
5251,Nortelândia,20205,6056,1,0
5252,Nossa Senhora do Livramento,22108,13231,,0
5253,Nova Bandeirantes,14818,14909,0,0
5254,Nova Nazaré,19420,3765,1,1
5255,Nova Lacerda,27743,6526,0,0
5256,Nova Santa Helena,47231,3699,1,1
5257,Nova Brasilândia,17278,3928,0,0
5258,Nova Canaã do Norte,30133,12739,,0
5259,Nova Mutum,75174,43919,0,0
5260,Nova Olímpia,35897,20034,0,0
5261,Nova Ubiratã,92588,11694,0,0
5262,Nova Xavantina,30536,21231,0,0
5263,Novo Mundo,22314,8990,1,1
5264,Novo Horizonte do Norte,14905,3985,0,0
5265,Novo São Joaquim,58139,5199,,1
5266,Paranaíta,56765,11193,0,0
5267,Paranatinga,29944,22246,1,0
5268,Novo Santo Antônio,14722,2574,,1
5269,Pedra Preta,42994,17456,0,0
5270,Peixoto de Azevedo,15680,34607,,1
5271,Planalto da Serra,25408,2676,,1
5272,Poconé,16474,32768,,1
5273,Pontal do Araguaia,13144,6578,1,1
5274,Ponte Branca,15617,1602,1,1
5275,Pontes e Lacerda,29595,45093,0,0
5276,Porto Alegre do Norte,18762,12347,1,1
5277,Porto dos Gaúchos,71499,5429,1,1
5278,Porto Esperidião,18687,11935,0,0
5279,Porto Estrela,17506,3050,0,0
5280,Poxoréu,31601,16421,,0
5281,Primavera do Leste,64817,61038,0,0
5282,Querência,97089,17014,0,0
5283,São José dos Quatro Marcos,20023,18967,1,1
5284,Reserva do Cabaçal,14086,2721,1,1
5285,Ribeirão Cascalheira,35068,10081,1,1
5286,Ribeirãozinho,33091,2388,0,0
5287,Rio Branco,17438,5159,1,1
5288,Santa Carmem,87539,4486,,0
5289,Santo Afonso,24224,3136,1,1
5290,São José do Povo,11079,4021,,1
5291,São José do Rio Claro,41671,20312,0,0
5292,São José do Xingu,52780,5569,0,0
5293,São Pedro da Cipa,11653,4674,0,0
5294,Rondolândia,16819,3966,1,1
5295,Rondonópolis,49041,228857,0,0
5296,Rosário Oeste,18303,17237,,0
5297,Santa Cruz do Xingu,43807,2495,0,0
5298,Salto do Céu,16903,3437,0,0
5299,Santa Rita do Trivelato,177534,3330,0,0
5300,Santa Terezinha,19239,8281,0,0
5301,Santo Antônio do Leste,79054,5023,0,0
5302,Santo Antônio do Leverger,30132,16433,,0
5303,São Félix do Araguaia,57651,11615,1,1
5304,Sapezal,116763,25054,0,0
5305,Serra Nova Dourada,24273,1622,1,1
5306,Sinop,45050,139935,0,0
5307,Sorriso,68895,87815,0,0
5308,Tabaporã,43667,9565,0,0
5309,Tangará da Serra,31823,101764,0,0
5310,Tapurah,67010,13359,0,0
5311,Terra Nova do Norte,26456,9862,1,1
5312,Tesouro,31749,3786,,0
5313,Torixoréu,25598,3672,,1
5314,União do Sul,43678,3562,0,0
5315,Vale de São Domingos,19192,3128,0,0
5316,Várzea Grande,28311,282009,0,0
5317,Vera,46716,11216,0,0
5318,Vila Rica,19897,25570,,0
5319,Nova Guarita,18173,4578,,0
5320,Nova Marilândia,56653,3249,,0
5321,Nova Maringá,59114,8428,0,0
5322,Nova Monte Verde,22687,9078,1,1
5323,Abadia de Goiás,26505,8583,0,0
5324,Abadiânia,16132,19614,1,1
5325,Acreúna,30271,22182,,1
5326,Adelândia,14518,2517,1,1
5327,Água Fria de Goiás,45025,5676,1,1
5328,Água Limpa,24235,1872,1,1
5329,Águas Lindas de Goiás,9100,207070,0,0
5330,Alexânia,29731,27288,1,1
5331,Aloândia,20868,2005,1,1
5332,Alto Horizonte,146833,6218,0,0
5333,Alto Paraíso de Goiás,22173,7558,1,1
5334,Alvorada do Norte,14929,8614,1,1
5335,Amaralina,15905,3778,0,0
5336,Americano do Brasil,11153,6057,1,1
5337,Amorinópolis,19074,3185,1,1
5338,Anápolis,37277,381970,1,1
5339,Anhanguera,15725,1137,0,0
5340,Anicuns,17820,21717,1,1
5341,Aparecida de Goiânia,23439,565957,0,0
5342,Aparecida do Rio Doce,30113,2474,1,1
5343,Aporé,76880,4163,,1
5344,Araçu,15008,3560,1,1
5345,Aragarças,12266,19959,1,1
5346,Aragoiânia,10709,10116,0,0
5347,Araguapaz,15545,7756,,1
5348,Arenópolis,52959,2689,1,1
5349,Aruanã,22990,9635,0,0
5350,Aurilândia,17869,3184,1,1
5351,Avelinópolis,18324,2425,,0
5352,Baliza,15565,4992,1,1
5353,Barro Alto,84166,10922,1,1
5354,Bela Vista de Goiás,32975,29448,0,0
5355,Bom Jardim de Goiás,19075,8813,0,1
5356,Bom Jesus de Goiás,30150,24776,1,1
5357,Bonfinópolis,9177,9488,0,0
5358,Bonópolis,22148,4316,1,1
5359,Brazabrantes,29765,3659,1,1
5360,Britânia,19623,5761,,0
5361,Buriti Alegre,32990,9433,0,0
5362,Buriti de Goiás,15223,2501,1,1
5363,Buritinópolis,22850,3302,,1
5364,Cabeceiras,27593,7939,0,0
5365,Cachoeira Alta,19218,12297,0,0
5366,Cachoeira de Goiás,20101,1361,,1
5367,Cachoeira Dourada,110271,8102,,1
5368,Caçu,57726,15743,1,1
5369,Caiapônia,35926,18715,,1
5370,Caldas Novas,28676,89087,1,1
5371,Caldazinha,13477,3759,1,1
5372,Campestre de Goiás,16034,3610,,1
5373,Campinaçu,16908,3649,1,1
5374,Campinorte,18132,12486,1,1
5375,Campo Alegre de Goiás,55469,7437,0,0
5376,Campo Limpo de Goiás,13282,7636,1,1
5377,Campos Belos,13597,19764,1,1
5378,Campos Verdes,18196,2459,0,0
5379,Carmo do Rio Verde,25024,9976,1,1
5380,Castelândia,29263,3464,1,1
5381,Catalão,57291,106618,0,0
5382,Caturaí,13552,5038,1,1
5383,Cavalcante,26121,9693,,1
5384,Ceres,24893,22074,1,1
5385,Cezarina,33748,8507,1,1
5386,Chapadão do Céu,112383,9842,0,0
5387,Cidade Ocidental,11394,69829,,1
5388,Cocalzinho de Goiás,16327,19971,1,1
5389,Colinas do Sul,13309,3404,1,1
5390,Córrego do Ouro,19360,2364,0,0
5391,Corumbá de Goiás,15791,11050,,1
5392,Corumbaíba,61514,9574,1,0
5393,Cristalina,40300,57759,1,1
5394,Cristianópolis,24729,2968,0,0
5395,Crixás,30961,16852,1,1
5396,Cromínia,20076,3500,,1
5397,Cumari,21094,2871,0,0
5398,Damianópolis,10181,3315,0,0
5399,Damolândia,13596,2923,1,1
5400,Davinópolis,185551,2094,1,1
5401,Diorama,22146,2488,0,0
5402,Doverlândia,32043,7398,0,0
5403,Edealina,68034,3710,,1
5404,Edéia,68132,12276,0,0
5405,Estrela do Norte,15875,3286,1,1
5406,Faina,16118,6678,1,1
5407,Fazenda Nova,17760,5722,,1
5408,Firminópolis,13368,13131,1,1
5409,Flores de Goiás,8915,16100,,0
5410,Formosa,19525,119506,1,1
5411,Formoso,15185,4325,1,1
5412,Gameleira de Goiás,40856,3753,1,1
5413,Divinópolis de Goiás,13140,4830,1,1
5414,Goianápolis,18676,11239,1,1
5415,Goiandira,23327,5574,1,1
5416,Goianésia,20108,69072,,0
5417,Goiânia,33004,1495705,0,0
5418,Goianira,21705,43260,0,0
5419,Goiás,20136,22916,1,1
5420,Goiatuba,45434,33986,0,0
5421,Gouvelândia,30892,5806,1,1
5422,Guapó,14365,14211,1,1
5423,Guaraíta,16237,2041,1,1
5424,Guarani de Goiás,13511,3940,,1
5425,Guarinos,31723,1852,,0
5426,Heitoraí,15197,3714,1,1
5427,Hidrolândia,53846,21278,,0
5428,Hidrolina,15437,3622,0,1
5429,Iaciara,11693,13808,1,1
5430,Inaciolândia,34103,6152,,1
5431,Indiara,20639,15431,0,0
5432,Inhumas,21656,52465,0,0
5433,Ipameri,55480,26792,1,1
5434,Ipiranga de Goiás,18459,2893,1,1
5435,Iporá,20853,31563,1,1
5436,Israelândia,17253,2815,1,1
5437,Itaberaí,30570,42163,,1
5438,Itaguari,15083,4668,1,1
5439,Itaguaru,14623,5269,1,1
5440,Itajá,21533,4605,1,1
5441,Itapaci,15211,22533,0,1
5442,Itapirapuã,26910,5316,,1
5443,Itapuranga,16338,25856,0,1
5444,Itarumã,34553,7097,0,0
5445,Itauçu,15977,8916,1,1
5446,Itumbiara,40399,103652,1,1
5447,Ivolândia,35281,2406,1,1
5448,Jandaia,40353,6073,,1
5449,Jaraguá,14196,49667,1,1
5450,Jataí,46149,99674,1,1
5451,Jaupaci,17005,2898,0,0
5452,Jesúpolis,11768,2474,1,1
5453,Joviânia,28514,7372,0,0
5454,Jussara,23958,18587,0,0
5455,Lagoa Santa,25332,1555,,1
5456,Leopoldo de Bulhões,29507,7643,1,1
5457,Luziânia,17452,205023,,0
5458,Mairipotaba,21190,2373,,0
5459,Mambaí,9382,8680,,1
5460,Mara Rosa,19955,9646,,0
5461,Marzagão,18871,2223,1,1
5462,Matrinchã,22459,4366,,1
5463,Maurilândia,16349,13829,,0
5464,Mimoso de Goiás,21907,2612,,0
5465,Minaçu,35257,29353,1,1
5466,Mineiros,39247,65420,0,0
5467,Moiporá,22424,1557,1,1
5468,Monte Alegre de Goiás,9645,8527,,1
5469,Montes Claros de Goiás,36430,8063,1,1
5470,Montividiu,59493,13115,,1
5471,Montividiu do Norte,15681,4449,,1
5472,Morrinhos,29977,45716,1,1
5473,Morro Agudo de Goiás,17210,2264,0,0
5474,Mossâmedes,17887,4377,1,1
5475,Mozarlândia,34244,15444,1,1
5476,Mundo Novo,19101,5066,1,1
5477,Mutunópolis,16136,3793,1,1
5478,Nazário,19632,9022,,1
5479,Nerópolis,24914,29293,0,0
5480,Niquelândia,24041,46039,1,1
5481,Nova América,15979,2346,0,1
5482,Nova Aurora,22374,2199,0,0
5483,Nova Crixás,27855,12791,0,0
5484,Nova Glória,14322,8218,0,1
5485,Nova Iguaçu de Goiás,14067,2923,1,1
5486,Nova Roma,13668,3293,,1
5487,Nova Veneza,18864,9684,,1
5488,Novo Brasil,18792,2985,,1
5489,Novo Gama,8403,113679,0,0
5490,Novo Planalto,23336,4445,1,1
5491,Orizona,33460,15502,0,0
5492,Ouro Verde de Goiás,28877,3797,0,0
5493,Ouvidor,116335,6549,0,0
5494,Padre Bernardo,15252,33228,1,1
5495,Palestina de Goiás,26532,3460,0,0
